epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,72.7417,1.24704,1.97924,1.50096,0.65245,0.63333,0.64797,0.40468,1.9548,1.74161,1.58744,1.3479e-05,1.3479e-05,1.3479e-05
15,79.6317,1.17826,1.47661,1.29217,0.60055,0.65,0.64868,0.41328,1.9703,1.74594,1.59131,1.43509e-05,1.43509e-05,1.43509e-05
16,87.9745,1.11536,1.05016,1.38858,0.64383,0.65,0.64823,0.40864,1.97326,1.78043,1.59747,1.51993e-05,1.51993e-05,1.51993e-05
17,93.9019,0.85212,0.81699,1.16663,0.6187,0.65908,0.64764,0.40812,1.97358,1.78851,1.59418,1.60241e-05,1.60241e-05,1.60241e-05
18,99.0416,0.90617,0.95254,1.24196,0.6187,0.65908,0.64764,0.40812,1.97358,1.78851,1.59418,1.68253e-05,1.68253e-05,1.68253e-05
19,104.643,0.9639,0.91837,1.13156,0.56294,0.66667,0.6476,0.40814,1.97994,1.81859,1.59162,1.7603e-05,1.7603e-05,1.7603e-05
20,110.229,1.0917,1.07735,1.45421,0.56294,0.66667,0.6476,0.40814,1.97994,1.81859,1.59162,1.83571e-05,1.83571e-05,1.83571e-05
21,115.742,1.0805,1.21409,1.45336,0.5957,0.66667,0.64837,0.4008,1.98358,1.84596,1.59697,1.90876e-05,1.90876e-05,1.90876e-05
22,120.429,0.76635,0.98729,1.10467,0.5957,0.66667,0.64837,0.4008,1.98358,1.84596,1.59697,1.97946e-05,1.97946e-05,1.97946e-05
23,125.267,1.01991,1.35252,1.2588,0.89368,0.38333,0.64837,0.40125,1.99537,1.87025,1.60283,2.0478e-05,2.0478e-05,2.0478e-05
24,130.829,1.56033,1.67334,1.91172,0.89368,0.38333,0.64837,0.40125,1.99537,1.87025,1.60283,2.11379e-05,2.11379e-05,2.11379e-05
25,136.523,0.94261,0.80264,1.3179,0.89253,0.38333,0.64993,0.38176,2.02007,1.89381,1.62191,2.17741e-05,2.17741e-05,2.17741e-05
26,142.127,0.87021,0.90338,1.09255,0.89253,0.38333,0.64993,0.38176,2.02007,1.89381,1.62191,2.23869e-05,2.23869e-05,2.23869e-05
27,147.621,1.00438,1.10567,1.34951,0.89116,0.38333,0.65046,0.37982,2.01796,1.91393,1.62241,2.2976e-05,2.2976e-05,2.2976e-05
28,152.56,0.99855,1.07598,1.37197,0.89116,0.38333,0.65046,0.37982,2.01796,1.91393,1.62241,2.35417e-05,2.35417e-05,2.35417e-05
29,157.686,0.91119,1.09008,1.36891,0.8867,0.38333,0.65207,0.40127,2.05703,1.92404,1.64026,2.40837e-05,2.40837e-05,2.40837e-05
30,162.656,1.55484,1.28248,1.81171,0.8867,0.38333,0.65207,0.40127,2.05703,1.92404,1.64026,2.46022e-05,2.46022e-05,2.46022e-05
31,167.863,0.97347,0.91787,1.34008,0.88797,0.38333,0.56912,0.33582,2.05842,1.95849,1.63443,2.50971e-05,2.50971e-05,2.50971e-05
32,172.861,0.884,0.84855,1.21152,0.88797,0.38333,0.56912,0.33582,2.05842,1.95849,1.63443,2.55685e-05,2.55685e-05,2.55685e-05
33,177.898,1.17414,1.66025,1.48308,0.8728,0.36647,0.57231,0.31137,2.07048,1.98683,1.63089,2.60163e-05,2.60163e-05,2.60163e-05
34,183.124,0.95664,0.8238,1.34216,0.8728,0.36647,0.57231,0.31137,2.07048,1.98683,1.63089,2.64405e-05,2.64405e-05,2.64405e-05
35,188.328,0.91066,1.08051,1.32267,0.87254,0.36618,0.57208,0.31137,2.06942,2.02673,1.63721,2.68412e-05,2.68412e-05,2.68412e-05
36,193.412,0.97771,1.0586,1.18317,0.87254,0.36618,0.57208,0.31137,2.06942,2.02673,1.63721,2.72183e-05,2.72183e-05,2.72183e-05
37,198.543,1.05306,0.83089,1.50087,0.79864,0.3718,0.54765,0.31031,2.07729,2.03429,1.64648,2.75718e-05,2.75718e-05,2.75718e-05
38,203.648,0.72128,0.64709,1.0505,0.79864,0.3718,0.54765,0.31031,2.07729,2.03429,1.64648,2.79018e-05,2.79018e-05,2.79018e-05
39,208.778,0.80673,0.91992,1.16626,0.79786,0.37438,0.54851,0.30868,2.06974,2.06066,1.6542,2.82082e-05,2.82082e-05,2.82082e-05
40,213.701,0.74876,0.64057,1.17448,0.79786,0.37438,0.54851,0.30868,2.06974,2.06066,1.6542,2.84911e-05,2.84911e-05,2.84911e-05
41,218.792,1.14797,1.45171,1.57893,0.79639,0.37827,0.52205,0.29488,2.03685,2.07037,1.656,2.87504e-05,2.87504e-05,2.87504e-05
42,223.67,0.84844,0.76002,1.2544,0.79639,0.37827,0.52205,0.29488,2.03685,2.07037,1.656,2.89861e-05,2.89861e-05,2.89861e-05
43,228.664,0.68753,0.55667,1.00243,0.79753,0.37691,0.50834,0.28689,2.03322,2.10492,1.66185,2.91983e-05,2.91983e-05,2.91983e-05
44,233.53,0.94546,0.81754,1.2652,0.79753,0.37691,0.50834,0.28689,2.03322,2.10492,1.66185,2.93869e-05,2.93869e-05,2.93869e-05
45,238.593,0.73037,0.96483,1.19844,0.8027,0.38333,0.49063,0.26057,2.01366,2.12637,1.65967,2.9552e-05,2.9552e-05,2.9552e-05
46,243.434,0.6671,0.4829,1.01377,0.8027,0.38333,0.49063,0.26057,2.01366,2.12637,1.65967,2.96935e-05,2.96935e-05,2.96935e-05
47,248.4,0.68858,0.6509,1.05179,0.80563,0.38333,0.48585,0.25859,2.00737,2.16331,1.66506,2.98114e-05,2.98114e-05,2.98114e-05
48,253.337,0.83523,0.78222,1.21707,0.80563,0.38333,0.48585,0.25859,2.00737,2.16331,1.66506,2.99058e-05,2.99058e-05,2.99058e-05
49,258.456,0.94746,0.84896,1.27724,0.80543,0.38333,0.48465,0.2584,2.02172,2.16097,1.68464,2.99766e-05,2.99766e-05,2.99766e-05
50,263.366,0.93208,0.94443,1.37772,0.80543,0.38333,0.48465,0.2584,2.02172,2.16097,1.68464,3.00238e-05,3.00238e-05,3.00238e-05
51,268.366,0.8243,0.59825,1.16832,0.80382,0.38333,0.48084,0.26217,2.01708,2.1852,1.68835,3.00475e-05,3.00475e-05,3.00475e-05
52,273.129,0.87534,1.21718,1.33967,0.80382,0.38333,0.48084,0.26217,2.01708,2.1852,1.68835,3.00476e-05,3.00476e-05,3.00476e-05
53,277.961,0.96152,0.89158,1.2686,0.80382,0.38333,0.48084,0.26217,2.01708,2.1852,1.68835,3.00242e-05,3.00242e-05,3.00242e-05
54,282.906,0.94021,0.85058,1.27977,0.80463,0.38177,0.47405,0.26041,1.99588,2.21382,1.6768,2.99772e-05,2.99772e-05,2.99772e-05
55,287.707,0.8596,0.65213,1.21622,0.80463,0.38177,0.47405,0.26041,1.99588,2.21382,1.6768,2.99066e-05,2.99066e-05,2.99066e-05
56,292.492,0.94201,0.87052,1.35112,0.80463,0.38177,0.47405,0.26041,1.99588,2.21382,1.6768,2.98125e-05,2.98125e-05,2.98125e-05
57,297.514,0.88057,0.67757,1.27612,0.80424,0.37974,0.47186,0.25972,2.00136,2.24051,1.68083,2.96948e-05,2.96948e-05,2.96948e-05
58,302.263,0.66626,0.57107,1.09629,0.80424,0.37974,0.47186,0.25972,2.00136,2.24051,1.68083,2.95535e-05,2.95535e-05,2.95535e-05
59,307.02,0.63879,0.53606,1.04389,0.80424,0.37974,0.47186,0.25972,2.00136,2.24051,1.68083,2.93887e-05,2.93887e-05,2.93887e-05
60,311.962,0.63788,0.58083,0.98421,0.80667,0.3788,0.46733,0.24648,2.02559,2.29924,1.69961,2.92003e-05,2.92003e-05,2.92003e-05
61,316.895,0.8914,0.77424,1.33853,0.80667,0.3788,0.46733,0.24648,2.02559,2.29924,1.69961,2.89884e-05,2.89884e-05,2.89884e-05
62,322.357,0.96638,0.78607,1.20892,0.80667,0.3788,0.46733,0.24648,2.02559,2.29924,1.69961,2.87529e-05,2.87529e-05,2.87529e-05
63,328.011,0.8186,0.70058,1.18203,0.80725,0.37831,0.46315,0.25492,1.99694,2.34727,1.68863,2.84938e-05,2.84938e-05,2.84938e-05
64,333.4,0.70136,0.73833,1.08899,0.80725,0.37831,0.46315,0.25492,1.99694,2.34727,1.68863,2.82112e-05,2.82112e-05,2.82112e-05
65,338.835,0.81824,0.69288,1.24855,0.80725,0.37831,0.46315,0.25492,1.99694,2.34727,1.68863,2.7905e-05,2.7905e-05,2.7905e-05
66,344.563,0.78905,0.93609,1.11961,0.80691,0.37677,0.46309,0.2551,2.001,2.38256,1.69433,2.75753e-05,2.75753e-05,2.75753e-05
67,349.813,0.91149,0.80266,1.32176,0.80691,0.37677,0.46309,0.2551,2.001,2.38256,1.69433,2.7222e-05,2.7222e-05,2.7222e-05
68,355.575,1.11076,0.85632,1.6044,0.80691,0.37677,0.46309,0.2551,2.001,2.38256,1.69433,2.68451e-05,2.68451e-05,2.68451e-05
69,361.454,0.63116,0.62846,1.04659,0.80077,0.37521,0.46749,0.23775,2.04705,2.40981,1.7137,2.64447e-05,2.64447e-05,2.64447e-05
70,366.92,1.28765,1.17959,1.35762,0.80077,0.37521,0.46749,0.23775,2.04705,2.40981,1.7137,2.60207e-05,2.60207e-05,2.60207e-05
71,372.329,0.7674,0.5937,1.1503,0.80077,0.37521,0.46749,0.23775,2.04705,2.40981,1.7137,2.55731e-05,2.55731e-05,2.55731e-05
72,377.835,0.76529,0.69508,1.09118,0.80859,0.37555,0.46491,0.25561,1.99631,2.44734,1.69152,2.5102e-05,2.5102e-05,2.5102e-05
73,383.228,0.61761,0.55173,0.93546,0.80859,0.37555,0.46491,0.25561,1.99631,2.44734,1.69152,2.46073e-05,2.46073e-05,2.46073e-05
74,388.808,0.84205,0.71119,1.25091,0.80859,0.37555,0.46491,0.25561,1.99631,2.44734,1.69152,2.40891e-05,2.40891e-05,2.40891e-05
75,394.331,0.90958,0.80749,1.52066,0.80644,0.37422,0.46723,0.25705,1.99451,2.47701,1.6964,2.35472e-05,2.35472e-05,2.35472e-05
76,399.565,0.67587,0.6207,1.09915,0.80644,0.37422,0.46723,0.25705,1.99451,2.47701,1.6964,2.29819e-05,2.29819e-05,2.29819e-05
77,404.916,0.78258,0.74006,1.17966,0.80644,0.37422,0.46723,0.25705,1.99451,2.47701,1.6964,2.23929e-05,2.23929e-05,2.23929e-05
78,410.512,0.67727,0.66915,1.15391,0.80685,0.37319,0.46374,0.23441,2.0229,2.52986,1.70942,2.17805e-05,2.17805e-05,2.17805e-05
79,415.892,0.80734,0.80092,1.25824,0.80685,0.37319,0.46374,0.23441,2.0229,2.52986,1.70942,2.11444e-05,2.11444e-05,2.11444e-05
80,421.33,0.88501,0.69995,1.25244,0.80685,0.37319,0.46374,0.23441,2.0229,2.52986,1.70942,2.04848e-05,2.04848e-05,2.04848e-05
81,427.013,0.62359,0.61512,1.1215,0.80462,0.37358,0.47092,0.2378,2.06223,2.60394,1.72158,1.98016e-05,1.98016e-05,1.98016e-05
82,432.498,0.60226,0.51107,1.06863,0.80462,0.37358,0.47092,0.2378,2.06223,2.60394,1.72158,1.90949e-05,1.90949e-05,1.90949e-05
83,438.048,0.55602,0.57395,1.00365,0.80462,0.37358,0.47092,0.2378,2.06223,2.60394,1.72158,1.83646e-05,1.83646e-05,1.83646e-05
84,443.593,0.72891,0.56649,1.04945,0.80741,0.37354,0.47808,0.23854,2.05704,2.62289,1.72574,1.76107e-05,1.76107e-05,1.76107e-05
85,448.93,0.59492,0.51805,1.01203,0.80741,0.37354,0.47808,0.23854,2.05704,2.62289,1.72574,1.68333e-05,1.68333e-05,1.68333e-05
86,454.274,0.89997,0.83118,1.39309,0.80741,0.37354,0.47808,0.23854,2.05704,2.62289,1.72574,1.60323e-05,1.60323e-05,1.60323e-05
87,459.64,0.6511,0.59079,1.1123,0.80741,0.37354,0.47808,0.23854,2.05704,2.62289,1.72574,1.52077e-05,1.52077e-05,1.52077e-05
88,465.304,0.90281,0.88129,1.28237,0.80147,0.37258,0.48005,0.23919,2.04821,2.62802,1.71248,1.43596e-05,1.43596e-05,1.43596e-05
89,470.712,0.5788,0.51589,1.04323,0.80147,0.37258,0.48005,0.23919,2.04821,2.62802,1.71248,1.34879e-05,1.34879e-05,1.34879e-05
90,475.6,0.58851,0.55608,1.0247,0.80147,0.37258,0.48005,0.23919,2.04821,2.62802,1.71248,1.25927e-05,1.25927e-05,1.25927e-05
91,480.432,0.71977,0.64913,1.13712,0.80147,0.37258,0.48005,0.23919,2.04821,2.62802,1.71248,1.16739e-05,1.16739e-05,1.16739e-05
92,485.456,0.63545,0.48655,0.95121,0.80262,0.37284,0.47382,0.23865,2.00806,2.56465,1.69167,1.07315e-05,1.07315e-05,1.07315e-05
93,490.262,0.72265,0.68542,1.16356,0.80262,0.37284,0.47382,0.23865,2.00806,2.56465,1.69167,9.76562e-06,9.76562e-06,9.76562e-06
94,495.875,0.62086,0.64267,1.10836,0.80262,0.37284,0.47382,0.23865,2.00806,2.56465,1.69167,8.77613e-06,8.77613e-06,8.77613e-06
95,501.575,0.56849,0.51504,0.94595,0.80262,0.37284,0.47382,0.23865,2.00806,2.56465,1.69167,7.76308e-06,7.76308e-06,7.76308e-06
96,507.119,0.53431,0.53897,0.9561,0.80037,0.37308,0.47489,0.26022,1.95184,2.56546,1.66059,6.72648e-06,6.72648e-06,6.72648e-06
97,512.381,0.63005,0.54639,0.97043,0.80037,0.37308,0.47489,0.26022,1.95184,2.56546,1.66059,5.6663e-06,5.6663e-06,5.6663e-06
98,517.806,0.57714,0.62909,0.99446,0.80037,0.37308,0.47489,0.26022,1.95184,2.56546,1.66059,4.58257e-06,4.58257e-06,4.58257e-06
99,522.692,0.65788,0.59509,1.07989,0.80037,0.37308,0.47489,0.26022,1.95184,2.56546,1.66059,3.47528e-06,3.47528e-06,3.47528e-06
100,528.186,0.56452,0.46493,1.03503,0.83265,0.36703,0.50852,0.27579,1.90953,2.43467,1.62899,2.34442e-06,2.34442e-06,2.34442e-06
